,epoch,train_loss,train_acc,doublesum_train,doublesum_eval,doublesum_eval2,taylor_base,taylor_de,taylor_d2_1,taylor_d2_2,taylor_d2_5,taylor_d2_20,taylor_d2_50,taylor_d2_200,taylor_d2e_1,taylor_d2e_2,taylor_d2e_5,taylor_d2e_20,taylor_d2e_50,taylor_d2e_200,test_loss,test_acc
0,1.0,1.0447203640302023,0.7928166666666666,0.8423269987106323,0.8490612506866455,0.8463742136955261,1.2762045860290527,-0.601301372051239,0.08211474120616913,0.11558165401220322,0.17985887825489044,0.24849827587604523,0.27951130270957947,0.29710641503334045,0.01511547900736332,0.016119908541440964,0.008607189171016216,0.0032080074306577444,0.0011146953329443932,7.00963064446114e-05,0.18208334455490113,0.9649
1,2.0,0.7694554500897726,0.8600166666666667,0.7446566224098206,0.7545343637466431,0.75297611951828,1.23403799533844,-0.8068956732749939,0.11167365312576294,0.16407907009124756,0.25108131766319275,0.3575480580329895,0.4238055646419525,0.4725911319255829,0.025648925453424454,0.027694085612893105,0.01530566904693842,0.007868771441280842,0.0032436074689030647,0.00019617198267951608,0.13679667918682098,0.9777
2,3.0,0.7159243783315022,0.8613666666666666,0.7533040642738342,0.7629094123840332,0.7610149383544922,1.269342303276062,-0.9454509615898132,0.14974232017993927,0.2934862971305847,0.4121173322200775,0.5674735903739929,0.6753377914428711,0.7788616418838501,0.04793625697493553,0.05089443549513817,0.026605892926454544,0.01362108439207077,0.0062196217477321625,0.00026581069687381387,0.15147445063591003,0.9747
3,4.0,0.6831931171735128,0.8659333333333333,0.7100223898887634,0.7247357964515686,0.7206212282180786,1.2914276123046875,-1.03177011013031,0.11381181329488754,0.18615128099918365,0.31078964471817017,0.47123655676841736,0.5807508230209351,0.6496648192405701,0.03550785779953003,0.038949888199567795,0.023582618683576584,0.011143436655402184,0.0041842688806355,0.0002109827328240499,0.1009703728377819,0.9824
4,5.0,0.664183398214976,0.8664,0.658803403377533,0.6670402884483337,0.66962069272995,1.3291264772415161,-1.158054232597351,0.2022658884525299,0.2608611285686493,0.38461747765541077,0.5456578135490417,0.6544151902198792,0.7183730006217957,0.038746412843465805,0.040365446358919144,0.023132693022489548,0.01091710478067398,0.004049600567668676,0.00019679495017044246,0.08556957165002822,0.9839
5,10.0,0.6125030448913574,0.88125,0.6010343432426453,0.6114357709884644,0.6114528179168701,1.3643370866775513,-1.3135284185409546,0.17633900046348572,0.3044266700744629,0.4166329801082611,0.6303028464317322,0.7973746061325073,0.9539963603019714,0.052215274423360825,0.05670658499002457,0.035246655344963074,0.020425258204340935,0.009943332523107529,0.0003902047174051404,0.07174674137830735,0.9896
6,15.0,0.5944693328539531,0.8861666666666667,0.5953313112258911,0.6010896563529968,0.6023282408714294,1.4582782983779907,-1.4056025743484497,0.2917327582836151,0.4597647786140442,0.632588267326355,0.8848623633384705,1.111669898033142,1.3651106357574463,0.08174395561218262,0.08530514687299728,0.04875414818525314,0.027826756238937378,0.01489497534930706,0.0005515750963240862,0.07366735412478446,0.9906
7,20.0,0.5818059478123982,0.8942166666666667,0.5747058391571045,0.5838849544525146,0.5845119953155518,1.5708167552947998,-1.496252417564392,0.26775577664375305,0.32894057035446167,0.47236528992652893,0.7043875455856323,0.9083139300346375,1.0689667463302612,0.05173300579190254,0.055112119764089584,0.03624553233385086,0.021116066724061966,0.009669971652328968,0.00034214946208521724,0.06668957688212394,0.9889
8,25.0,0.5735570172945659,0.8997,0.5678521394729614,0.5767679214477539,0.5793991088867188,1.4817451238632202,-1.6095720529556274,0.16246472299098969,0.2631421387195587,0.4020576477050781,0.586708664894104,0.756995677947998,0.9378053545951843,0.0534629225730896,0.0569940023124218,0.03535350412130356,0.023450514301657677,0.012348035350441933,0.0004326404887251556,0.055949782502651216,0.9919
9,30.0,0.5668178331375122,0.9015333333333333,0.5669474601745605,0.5798625946044922,0.5767297744750977,1.5014346837997437,-1.5888768434524536,0.20879678428173065,0.3382103145122528,0.5229001641273499,0.7693511247634888,0.9753535389900208,1.1862685680389404,0.07237520813941956,0.0760529488325119,0.047356221824884415,0.025035401806235313,0.012652097269892693,0.000408157822676003,0.05499974298477173,0.9912
